name,description,stars,agui_dependency,evidence,repo_url,screenshots
insight-copilot,An open-source template that enables natural language querying and real-time data visualization for structured dataset.,26,true,backend/requirements.txt declares a CopilotKit package,https://github.com/al-mz/insight-copilot,https://github.com/user-attachments/assets/6ed3e665-01d7-49b0-addc-5ae7abdc3ccf
talk-to-page,"🌐 Chat with any URL, anytime! 💬",25,true,agent/pyproject.toml declares a CopilotKit package,https://github.com/k0msenapati/talk-to-page,
mcp-ts,An MCP client library for building conversational AI applications with dynamic tool discovery for context-efficient agents.,24,true,examples/agents/package.json declares an AG-UI package,https://github.com/zonlabs/mcp-ts,https://raw.githubusercontent.com/zonlabs/mcp-ts/HEAD/docs/images/logo-light.png
Perth-Agent-Con-Workshop,,23,true,package.json declares a CopilotKit package,https://github.com/0XFF-96/Perth-Agent-Con-Workshop,
PawFlow-Agents,Self-host an agentic workflow platform,23,false,no dependency found,https://github.com/allcolor/PawFlow-Agents,https://raw.githubusercontent.com/allcolor/PawFlow-Agents/HEAD/pawflow-logo-512.png
langgraph-whatsapp-bot,Reach users on WhatsApp,23,true,pyproject.toml declares a CopilotKit package,https://github.com/GreatHayat/langgraph-whatsapp-bot,https://github.com/user-attachments/assets/d1a25233-cf68-450e-b8e9-c43530d74f46
StudyPal,,23,true,backend/package.json declares a CopilotKit package,https://github.com/rajesh-adk-137/StudyPal,
acp-to-agui,Reach a coding agent that speaks ACP,22,true,example-frontends/copilotkit-demo/package.json declares a CopilotKit package,https://github.com/namanrajpal/acp-to-agui,https://raw.githubusercontent.com/namanrajpal/acp-to-agui/HEAD/docs/assets/reference-ui-over-kiro.gif;https://raw.githubusercontent.com/namanrajpal/acp-to-agui/HEAD/docs/assets/reference-ui-over-claudecode.gif;https://raw.githubusercontent.com/namanrajpal/acp-to-agui/HEAD/docs/assets/ui-toggle.gif
ag-ui-4k,Consume AG-UI from Kotlin Multiplatform,21,false,no dependency found,https://github.com/Contextable/ag-ui-4k,
agent-runtimes,Run managed agents next to notebooks,21,true,package.json declares an AG-UI package,https://github.com/datalayer/agent-runtimes,
diagram_code_agent,,21,true,frontend/package.json declares an AG-UI package,https://github.com/luongphambao/diagram_code_agent,https://raw.githubusercontent.com/luongphambao/diagram_code_agent/HEAD/example/ai-financial-analysis-reference-check.png;https://raw.githubusercontent.com/luongphambao/diagram_code_agent/HEAD/example/bctc-credit-recommendation-multiagent.png;https://raw.githubusercontent.com/luongphambao/diagram_code_agent/HEAD/example/gcp-idp-rpa-finance-automation.png;https://raw.githubusercontent.com/luongphambao/diagram_code_agent/HEAD/example/azure-browser-copilot-rpa-orchestration.png
mastra-agui-dojo,Mastra + AGUI,21,true,package.json declares an AG-UI package,https://github.com/mastra-ai/mastra-agui-dojo,
Agent_Studio,Study a Korean-language agent course,21,true,web/package.json declares a CopilotKit package,https://github.com/Pseudo-Lab/Agent_Studio,https://github.com/user-attachments/assets/0036ca31-18a5-4d49-87c4-56998dccdcbb
react-native-ajora,The most complete AI agent UI for React Native,20,true,package.json declares an AG-UI package,https://github.com/habasefa/react-native-ajora,
open-langgraph-platform,Self-host a LangGraph platform,20,true,install line in its own README,https://github.com/HyunjunJeon/open-langgraph-platform,
ag-ui-a2a-demo,Read a compact A2A wiring example,20,true,package.json declares an AG-UI package,https://github.com/markmdev/ag-ui-a2a-demo,https://raw.githubusercontent.com/markmdev/ag-ui-a2a-demo/HEAD/demo.png
docquery,DocQuery: Turn your documentation markdown to knowledgebase,19,true,docquery-backend/pyproject.toml declares a CopilotKit package,https://github.com/md-abid-hussain/docquery,
agui_demo,Compare a React client with a vanilla one,18,true,frontend-vanilla/package.json declares an AG-UI package,https://github.com/breeznik/agui_demo,
caudalflow,"A visual canvas for AI conversations. Branch into sidequests, explore in parallel, and merge insights back together.",18,true,apps/agent/pyproject.toml declares a CopilotKit package,https://github.com/caudal-labs/caudalflow,
opensearch-agent-server,Query OpenSearch through an agent,18,true,pyproject.toml declares an AG-UI package,https://github.com/opensearch-project/opensearch-agent-server,
agno-copilotkit-integration,Effort to integrate Copilitkit with Agno framework,17,true,backend/requirements.txt declares a CopilotKit package,https://github.com/gauravdhiman/agno-copilotkit-integration,
AG-UI-LangGraph,,17,true,ag-ui-research-agent/pyproject.toml declares an AG-UI package,https://github.com/TheGreatBonnie/AG-UI-LangGraph,
agentic-chat-ui,,15,true,pyproject.toml declares an AG-UI package,https://github.com/mallahyari/agentic-chat-ui,
Learn-Coding-with-Copilotkit,"Not everyone can code, but everyone can learn. This Project is an AI powered DSA/Competitive Programming Helper with an inbuilt editor to help you prepare for Coding Interviews or just start coding. What's better? VIsualise Everything",14,true,agent/pyproject.toml declares a CopilotKit package,https://github.com/ARYPROGRAMMER/Learn-Coding-with-Copilotkit,https://raw.githubusercontent.com/ARYPROGRAMMER/Learn-Coding-with-Copilotkit/HEAD/screenshots/cover.png;https://raw.githubusercontent.com/ARYPROGRAMMER/Learn-Coding-with-Copilotkit/HEAD/screenshots/codechef-one.png;https://raw.githubusercontent.com/ARYPROGRAMMER/Learn-Coding-with-Copilotkit/HEAD/screenshots/codechef-one-diagram.png;https://raw.githubusercontent.com/ARYPROGRAMMER/Learn-Coding-with-Copilotkit/HEAD/screenshots/codechef-two.png
data-commons-search,Search open research data,14,true,pyproject.toml declares an AG-UI package,https://github.com/EOSC-Data-Commons/data-commons-search,
glassbox,"Glassbox: a glass cockpit over a self-improving agent swarm that writes real, graded code. WeaveHacks 4.",14,true,apps/web/package.json declares a CopilotKit package,https://github.com/jonathanhawkins/glassbox,https://raw.githubusercontent.com/jonathanhawkins/glassbox/HEAD/docs/command-center.png
Agents.KT,Define agents in a typed Kotlin DSL,13,false,no dependency found,https://github.com/Deep-CodeAI/Agents.KT,https://raw.githubusercontent.com/Deep-CodeAI/Agents.KT/HEAD/branding/1_logo/PNG/transparent/logo_color_transparent.png
agentcore-agui-starter,Streaming Strands agents from Amazon Bedrock AgentCore to a Next.js CopilotKit UI over AG-UI.,13,true,web/package.json declares an AG-UI package,https://github.com/fahmidme/agentcore-agui-starter,https://raw.githubusercontent.com/fahmidme/agentcore-agui-starter/HEAD/docs/assets/agentcore-agui-starter.gif
DATACLAW-AGENT,A personal data scientist that runs on mac mini built ontop of openclaw; Dataclaw =Openclaw+Gbrain+Custom data-science Harness,13,true,pyproject.toml declares an AG-UI package,https://github.com/gopivikranth28/DATACLAW-AGENT,https://raw.githubusercontent.com/gopivikranth28/DATACLAW-AGENT/HEAD/examples/Fifa%20WC%2026/snapshots/hero.png;https://raw.githubusercontent.com/gopivikranth28/DATACLAW-AGENT/HEAD/examples/Fifa%20WC%2026/snapshots/champion-probabilities.png;https://raw.githubusercontent.com/gopivikranth28/DATACLAW-AGENT/HEAD/examples/Fifa%20WC%2026/snapshots/model-sensitivity.png;https://raw.githubusercontent.com/gopivikranth28/DATACLAW-AGENT/HEAD/examples/Fifa%20WC%2026/snapshots/data-quality.png
microsoft-agentic-harness,"POC template for Microsoft Agent Framework agentic harness — skills, MCP, tools system modeled after Claude Code architecture",13,true,src/Content/Presentation/Presentation.Dashboard/package.json declares an AG-UI package,https://github.com/MCKRUZ/microsoft-agentic-harness,
football-agent-adk-copilotkit,This repository is a fork of football-agent-adk that pairs the same ADK + BigQuery MCP agent with a Copilot Kit frontend that renders dynamic Recharts visualizations when the agent decides a chart is appropriate.,13,true,webapp/package.json declares a CopilotKit package,https://github.com/tosun-si/football-agent-adk-copilotkit,
ag2-copilotkit-starter,This repository contains a simple starter project that demonstrates how to build AI agents with AG2 that interact with CopilotKit.,12,true,ui-react/package.json declares an AG-UI package,https://github.com/ag2ai/ag2-copilotkit-starter,
agent-adaptor,"Go SDK for standardizing local agent execution across `codex`, `claude`, and `cursor`.",12,true,go.mod declares an AG-UI package,https://github.com/agent-dance/agent-adaptor,
agui-chain,Chain AG-UI runs together,12,true,package.json declares an AG-UI package,https://github.com/alibaba/agui-chain,
mcp-client,Wire MCP servers into a copilot,12,true,package.json declares a CopilotKit package,https://github.com/CopilotKit/mcp-client,
geovision,Ask questions about satellite imagery,12,true,pyproject.toml declares a CopilotKit package,https://github.com/dsouzavijeth/geovision,
agent-sdk-go,Build AG-UI agents in Go,12,true,pkg/agui/web/ui/package.json declares an AG-UI package,https://github.com/hastekit/agent-sdk-go,
GenUI-LoomAgent,"🧶 Open-source GenUI Agent framework — AI autonomously decides which UI components to render. Powered by LangGraph + AG-UI protocol. Plug in any LLM via LiteLLM, any API via YAML config.",12,true,backend/requirements.txt declares an AG-UI package,https://github.com/qingkongzhiqian/GenUI-LoomAgent,https://raw.githubusercontent.com/qingkongzhiqian/GenUI-LoomAgent/HEAD/.github/assets/logo.png;https://raw.githubusercontent.com/qingkongzhiqian/GenUI-LoomAgent/HEAD/.github/assets/demo.gif
ag-ui-adk-react-chat,Poke at an ADK playground,12,true,package.json declares an AG-UI package,https://github.com/rrazvd/ag-ui-adk-react-chat,https://raw.githubusercontent.com/rrazvd/ag-ui-adk-react-chat/HEAD/screenshot.png
agent-craft-lab,"Open-source AI Agent platform built on .NET — design, test, and deploy agent workflows",12,true,AgentCraftLab.Web/package.json declares an AG-UI package,https://github.com/TimothySu2015/agent-craft-lab,https://raw.githubusercontent.com/TimothySu2015/agent-craft-lab/HEAD/docs/studio-screenshot.png
hndigest,Chat to build your own personalized Hacker News email digest and schedule it.,11,true,package.json declares a CopilotKit package,https://github.com/Anmol-Baranwal/hndigest,
use-ai,A React client/framework for easily enabling AI to control your users frontend.,11,true,packages/core/package.json declares an AG-UI package,https://github.com/meetsmore/use-ai,https://raw.githubusercontent.com/meetsmore/use-ai/HEAD/assets/architecture.png;https://github.com/user-attachments/assets/87aea2e3-9680-4164-a92b-e2554d8e2e3b;https://github.com/user-attachments/assets/e8dd5176-cca0-4104-9342-a6dea914f0f8
GenUI_MCP,Turn a sentence into a rendered UI over MCP,10,true,package.json declares an AG-UI package,https://github.com/adner/GenUI_MCP,
AI-Shopping-Agent,,10,true,agent/pyproject.toml declares a CopilotKit package,https://github.com/copilotkit-support/AI-Shopping-Agent,https://raw.githubusercontent.com/copilotkit-support/AI-Shopping-Agent/HEAD/assets/example.gif
demo-crm,,10,true,package.json declares a CopilotKit package,https://github.com/CopilotKit/demo-crm,
UIX,AI-to-UI IR Protocol Layer — The Last Mile from AI to Human. Includes Lucid UI Skill for professional AI-generated interfaces.,10,true,packages/adapter-agui/package.json declares an AG-UI package,https://github.com/Deepractice/UIX,
si-mapper,"Transform static HVAC multi-modal data into an engineering-equivalent digital twin. The agent will autonomously reconstruct the topology of HVAC systems in a specialized frontend tool and map all operational data (BACnet, control points) to the correct physical components, ultimately exporting a standardized ASHRAE 223P graph.",10,true,mapper/package.json declares an AG-UI package,https://github.com/hq-opensource/si-mapper,
deepclaw,deepclaw，一个开源的 agent/rag 脚手架,10,true,pyproject.toml declares an AG-UI package,https://github.com/shell-nlp/deepclaw,https://raw.githubusercontent.com/shell-nlp/deepclaw/HEAD/assets/img/chat.png;https://raw.githubusercontent.com/shell-nlp/deepclaw/HEAD/assets/img/human_in_the_loop.png;https://raw.githubusercontent.com/shell-nlp/deepclaw/HEAD/assets/img/knowledge_base.png;https://raw.githubusercontent.com/shell-nlp/deepclaw/HEAD/assets/img/skill_management.png
a2a-travel-demo-app,Watch specialised agents split a task,10,true,package.json declares an AG-UI package,https://github.com/TheGreatBonnie/a2a-travel-demo-app,https://raw.githubusercontent.com/TheGreatBonnie/a2a-travel-demo-app/HEAD/demo.png
negentropy,"An agentic system built on a ""One Root, Five Wings"" architecture, dedicated to combating the entropy production of infomation and forging a continuously self-evolving cognitive framework.",10,true,apps/negentropy-ui/package.json declares an AG-UI package,https://github.com/ThreeFish-AI/negentropy,
vnext_experimental,,9,true,packages/agent/package.json declares an AG-UI package,https://github.com/CopilotKit/vnext_experimental,
haiku.skills,Give an agent Agent Skills,9,true,pyproject.toml declares an AG-UI package,https://github.com/ggozad/haiku.skills,
json-to-ui,生成式UI:formily.js+shadcn生成json,9,true,package.json declares a CopilotKit package,https://github.com/lijie1024512/json-to-ui,
content-flow,自媒体内容工作流管理工具,9,true,package.json declares a CopilotKit package,https://github.com/liuxingqitd/content-flow,
copilotkit_langgraph_chat,Copilotkit langgraph chat with fastapi,9,true,my-agent/pyproject.toml declares a CopilotKit package,https://github.com/Sajith-K-Sasi/copilotkit_langgraph_chat,
spring-ai-alibaba-agui,,9,true,src/webui/package.json declares a CopilotKit package,https://github.com/spring-ai-alibaba/spring-ai-alibaba-agui,
context-aware-vision-grounded-kb-agent,,8,true,src/agent/requirements.txt declares an AG-UI package,https://github.com/aldelar/context-aware-vision-grounded-kb-agent,https://raw.githubusercontent.com/aldelar/context-aware-vision-grounded-kb-agent/HEAD/docs/assets/app.png;https://raw.githubusercontent.com/aldelar/context-aware-vision-grounded-kb-agent/HEAD/docs/assets/app2.png;https://raw.githubusercontent.com/aldelar/context-aware-vision-grounded-kb-agent/HEAD/api/images/...;https://raw.githubusercontent.com/aldelar/context-aware-vision-grounded-kb-agent/HEAD/docs/assets/trace.png
orchestra,Orchestra: AI SDLC Automation Platform for modern development,8,true,apps/copilotkit-runtime/package.json declares an AG-UI package,https://github.com/arturhaikou/orchestra,https://raw.githubusercontent.com/arturhaikou/orchestra/HEAD/apps/ui/public/orchestra_logo.png
Legal-Document-Reviewer,Review a contract in the browser,8,true,package.json declares a CopilotKit package,https://github.com/ARYPROGRAMMER/Legal-Document-Reviewer,https://raw.githubusercontent.com/ARYPROGRAMMER/Legal-Document-Reviewer/HEAD/screenshots/img2.png;https://raw.githubusercontent.com/ARYPROGRAMMER/Legal-Document-Reviewer/HEAD/screenshots/img3.png;https://raw.githubusercontent.com/ARYPROGRAMMER/Legal-Document-Reviewer/HEAD/screenshots/img1.jpg
generative-ui-london-hackathon-starter,Start a generative-UI project in an afternoon,8,true,package.json declares an AG-UI package,https://github.com/jerelvelarde/generative-ui-london-hackathon-starter,
Claudey-With-a-Chance-of-DevOps,Easy DevOps using Claude Code,8,true,ui/package.json declares a CopilotKit package,https://github.com/jhs/Claudey-With-a-Chance-of-DevOps,https://raw.githubusercontent.com/jhs/Claudey-With-a-Chance-of-DevOps/HEAD/doc/diagram-export-7-29-2025-12_01_36-AM.png;https://raw.githubusercontent.com/jhs/Claudey-With-a-Chance-of-DevOps/HEAD/doc/screenshot.png
ag-ui-cloudflare,Serve AG-UI from a Cloudflare Worker,8,true,package.json declares an AG-UI package,https://github.com/Klammertime/ag-ui-cloudflare,
mcp-server-workshop,Mastra MCP Server workshop,8,true,packages/web/package.json declares an AG-UI package,https://github.com/mastra-ai/mcp-server-workshop,
MAF_Workshop,MAF 기본적인 사용법을 다루는 작은 워크샵,8,true,my-copilot-app/package.json declares an AG-UI package,https://github.com/taeyo-kim/MAF_Workshop,
agentic-portfolio-public,"Open-source agentic portfolio — make yours free, share in one click",8,true,package.json declares a CopilotKit package,https://github.com/wjlgatech/agentic-portfolio-public,
copilotkit-langgraph-history,,7,true,package.json declares an AG-UI package,https://github.com/clickspider/copilotkit-langgraph-history,
copilotkit-claudecode-bridge,Drive Claude Code from a browser copilot,7,true,package.json declares an AG-UI package,https://github.com/DaveDushi/copilotkit-claudecode-bridge,
CoreSRE,,7,true,Frontend/package.json declares an AG-UI package,https://github.com/MadLongTom/CoreSRE,
AgenticFramework,"Progressive AI agent patterns in C# — from console chat to multi-agent orchestration, RAG, observability, and a PostgreSQL DBA agent",7,true,08_A2UI/app/package.json declares an AG-UI package,https://github.com/podkolzzzin/AgenticFramework,
reporadar,"Best software for discovering trending GitHub repo, then turn it into an AI-generated interactive app in seconds.",7,true,package.json declares a CopilotKit package,https://github.com/RepoRadar/reporadar,https://raw.githubusercontent.com/RepoRadar/reporadar/HEAD/public/reporadar-wordmark.svg
ghost_agent_hackathon,,7,true,package.json declares a CopilotKit package,https://github.com/SailingSF/ghost_agent_hackathon,
AI-AutoUI,"AI-Powered Frontend UI Components Generator (Next.js, GPT4, Langchain, & CopilotKit)",7,true,package.json declares a CopilotKit package,https://github.com/sparsh02/AI-AutoUI,
Bedrock-Elixir-Liveview-React,"A production-ready full-stack conversational AI platform powered by AWS Bedrock, Phoenix LiveView, and React",7,true,frontend/package.json declares an AG-UI package,https://github.com/suryatejamuthyala/Bedrock-Elixir-Liveview-React,https://github.com/user-attachments/assets/f875665c-5154-4a38-860c-ff173dade6f8
archi,Your system design companion,7,true,backend/requirements.txt declares a CopilotKit package,https://github.com/sv-priv/archi,
ecommerce-rag-agent,,7,true,pyproject.toml declares a CopilotKit package,https://github.com/TheGreatBonnie/ecommerce-rag-agent,
N8N_Builder,Turn plain English into an n8n workflow,7,true,requirements.txt declares an AG-UI package,https://github.com/vbwyrde/N8N_Builder,
adk-ag-ui-demo,Follow an ADK video-style demo,6,true,package.json declares an AG-UI package,https://github.com/AIAnytime/adk-ag-ui-demo,
sample-multimodal-training-assistant,,6,true,agent/pyproject.toml declares an AG-UI package,https://github.com/aws-samples/sample-multimodal-training-assistant,https://raw.githubusercontent.com/aws-samples/sample-multimodal-training-assistant/HEAD/assets/architecture-diagram.png
presentation_ai_copilot,,6,true,package.json declares a CopilotKit package,https://github.com/AyushDhamecha/presentation_ai_copilot,
CoAgents-Research-Canvas,CoAgents Research Canvas with CopilotKit,6,true,agent-js/package.json declares a CopilotKit package,https://github.com/franckess/CoAgents-Research-Canvas,
copilotkit-debugger,Watch the event stream go by,6,true,package.json declares a CopilotKit package,https://github.com/mnutt/copilotkit-debugger,https://raw.githubusercontent.com/mnutt/copilotkit-debugger/HEAD/docs/screenshot.png
Bifrost-AI,A hybrid AI assistant framework linking structural workflow engines and reasoning LLM agents through LangGraph-powered session control and task switching. 混合 AI 助手框架，通过 LangGraph 驱动的会话控制与任务切换，连接结构化工作流引擎与推理型大模型智能体。,6,true,pyproject.toml declares an AG-UI package,https://github.com/RobbieXie/Bifrost-AI,https://raw.githubusercontent.com/RobbieXie/Bifrost-AI/HEAD/docs/images/image-01-weatherAgent.png;https://raw.githubusercontent.com/RobbieXie/Bifrost-AI/HEAD/docs/images/image-02-refundOrder.png
podcast_agent,AI 驱动的播客创作助手，专注于从文字/视频/音频内容识别到播客制作的全流程,6,true,backend/requirements.txt declares an AG-UI package,https://github.com/XingtongCai/podcast_agent,
AgUI_MicrosoftAgentFramework_Sample,Try the Microsoft Agent Framework path,5,true,package.json declares an AG-UI package,https://github.com/adner/AgUI_MicrosoftAgentFramework_Sample,
dravr-embacle,"Rust library wrapping 12 AI CLI tools as pluggable LLM providers — with OpenAI API client, ACP headless mode, agent loop, MCP server, and OpenAI-compatible REST API",5,true,Cargo.toml declares an AG-UI package,https://github.com/dravr-ai/dravr-embacle,
ag-ui-adk-grounding-app,See grounding wired into an agent,5,true,package.json declares an AG-UI package,https://github.com/Greyisheep/ag-ui-adk-grounding-app,
cli,"A Git-first CLI coding agent that turns ideas, issues, and tasks into real code changes. It can run remotely from your mobile phone or automate your computer.",5,true,go.mod declares an AG-UI package,https://github.com/inference-gateway/cli,https://raw.githubusercontent.com/inference-gateway/cli/HEAD/assets/tui-chat.png;https://raw.githubusercontent.com/inference-gateway/cli/HEAD/assets/tui-tools.png
generative-ui-foundry-hosted-agents,"Generative UI for AI agents on Microsoft Foundry: a .NET 10 Agent Framework agent over AG-UI, a CopilotKit runtime, and a React frontend on Azure. Charts, shared state, and human-in-the-loop.",5,true,frontend/package.json declares a CopilotKit package,https://github.com/leestott/generative-ui-foundry-hosted-agents,https://raw.githubusercontent.com/leestott/generative-ui-foundry-hosted-agents/HEAD/images/gen-ui-piechart.png;https://raw.githubusercontent.com/leestott/generative-ui-foundry-hosted-agents/HEAD/images/gen-ui-barchart-todos.png;https://raw.githubusercontent.com/leestott/generative-ui-foundry-hosted-agents/HEAD/images/gen-ui-meeting-hitl.png
agent-composer,"A repo for general multi-agent interaction; design your own agents or combine the built in agents, add your own tools and mcp's",5,true,backend/pyproject.toml declares an AG-UI package,https://github.com/mhattingpete/agent-composer,
company-intel-dotnet,"RAG document intelligence with .NET AI building blocks (Microsoft.Extensions.AI, VectorData, Agents) and Aspire",5,true,src/CompanyIntel.UI/package.json declares an AG-UI package,https://github.com/NikiforovAll/company-intel-dotnet,https://raw.githubusercontent.com/NikiforovAll/company-intel-dotnet/HEAD/assets/ingestion.png;https://raw.githubusercontent.com/NikiforovAll/company-intel-dotnet/HEAD/assets/chat.png
galvanized-pukeko,Build the front end in Vue,5,true,install line in its own README,https://github.com/pukeko-robotics/galvanized-pukeko,https://raw.githubusercontent.com/pukeko-robotics/galvanized-pukeko/HEAD/assets/galvanized-pukeko-logo.png;https://raw.githubusercontent.com/pukeko-robotics/galvanized-pukeko/HEAD/assets/pukeko-schema-animated.gif
Research_as_a_Code,UDF + AI-Q + TTD DR + IaaC (AWS EKS and NIMs) + AG-UI + CopilotKit,5,true,backend/requirements.txt declares a CopilotKit package,https://github.com/Research-as-a-Code/Research_as_a_Code,
Research-Agent,"🔍 Production-ready autonomous web research agent built with LangChain & OpenAI. Accepts queries via CLI or API, searches the web (Tavily/SerpAPI/DuckDuckGo), and generates structured research reports. Includes AG-UI protocol support, FastAPI backend, and CopilotKit frontend.",5,true,requirements.txt declares an AG-UI package,https://github.com/senisinsane/Research-Agent,
copilotkit-langgraph-demo,,5,true,demo/backend/pyproject.toml declares a CopilotKit package,https://github.com/tikal/copilotkit-langgraph-demo,
MAF-AGUI-Azure-Template,"A comprehensive template for developing and deploying AI agent applications. Features Microsoft Agent Framework, AG-UI integration, CopilotKit frontend, Azure-native services, observability, and IaC-based deployment.",5,true,frontend/package.json declares an AG-UI package,https://github.com/xxyckiki/MAF-AGUI-Azure-Template,https://raw.githubusercontent.com/xxyckiki/MAF-AGUI-Azure-Template/HEAD/docs/images/architect.png
CopilotKitVue,Use Vue 3 instead of React,4,true,examples/basic/package.json declares an AG-UI package,https://github.com/Aenas11/CopilotKitVue,
sample-agentcore-enterprise-platform,"Amazon Bedrock AgentCore enterprise platform accelerator with AWS CDK, Terraform organization guardrails, MCP/A2A agents, security, memory, and observability.",4,true,agent-code/agui-langgraph-agent/requirements.txt declares a CopilotKit package,https://github.com/aws-samples/sample-agentcore-enterprise-platform,https://raw.githubusercontent.com/aws-samples/sample-agentcore-enterprise-platform/HEAD/docs/architecture.png;https://raw.githubusercontent.com/aws-samples/sample-agentcore-enterprise-platform/HEAD/docs/dashboard-monitor.png
agui,Demo AG-UI with Microsoft Agent Framework,4,true,src/frontend/package.json declares a CopilotKit package,https://github.com/gbaeke/agui,https://raw.githubusercontent.com/gbaeke/agui/HEAD/archi.png;https://raw.githubusercontent.com/gbaeke/agui/HEAD/ui.png
uncensored.ai,decentralized web search,4,true,deep-agent/agent/pyproject.toml declares a CopilotKit package,https://github.com/pramodthe/uncensored.ai,
AG-UI-AG2,,4,true,ag-ui-travel-agent/pyproject.toml declares an AG-UI package,https://github.com/TheGreatBonnie/AG-UI-AG2,
AG-UI-CrewAI,,4,true,ag-ui-restaurant-agent/pyproject.toml declares an AG-UI package,https://github.com/TheGreatBonnie/AG-UI-CrewAI,
ag-ui-langgraph-app,,4,true,package.json declares a CopilotKit package,https://github.com/TheGreatBonnie/ag-ui-langgraph-app,
agent_foundry,对话式 打造agent,4,true,pyproject.toml declares an AG-UI package,https://github.com/yuvenhol/agent_foundry,
agentivity_ag_ui,Render AG-UI in Flutter,3,true,ag_ui import in its own README,https://github.com/agentivity-labs/agentivity_ag_ui,https://raw.githubusercontent.com/agentivity-labs/agentivity_ag_ui/master/doc/screenshots/travel_dark.png;https://raw.githubusercontent.com/agentivity-labs/agentivity_ag_ui/master/doc/screenshots/support_light.png;https://raw.githubusercontent.com/agentivity-labs/agentivity_ag_ui/master/doc/screenshots/widgets_light.png
dsh-ag-ui,AG-UI protocol gateway plugin for DeepSeek Harness,3,true,package.json declares an AG-UI package,https://github.com/CaiZongyuan/dsh-ag-ui,
scooter,Nix-based agent platform. Kubenix + goose + assistant-ui + some extra fun stuff,3,true,ui/package.json declares an AG-UI package,https://github.com/chadac/scooter,
boilerworks-django-nextjs-copilotkit,"Django 6 + Next.js 16 + CopilotKit — django-nextjs template with an agentic copilot layer pre-wired (AG-UI, Pydantic AI)",3,true,frontend/package.json declares an AG-UI package,https://github.com/ConflictHQ/boilerworks-django-nextjs-copilotkit,
find-the-bug,Practise on a broken app on purpose,3,true,my-app/package.json declares a CopilotKit package,https://github.com/CopilotKit/find-the-bug,https://github.com/user-attachments/assets/070fefbe-e840-444a-b4dc-68d48074a2a4;https://github.com/user-attachments/assets/903bcdd8-0b28-4cd4-8336-32fce98ec709;https://github.com/user-attachments/assets/7bf233e3-477f-48f8-b7fb-c55809212ec0
based,"A native database workbench for SQL Server, Snowflake, and LanceDB, built around AI that can actually see and work with your tabs—not bolted onto the side.",3,true,core/package.json declares an AG-UI package,https://github.com/Cyronius/based,https://raw.githubusercontent.com/Cyronius/based/HEAD/docs/screenshots/hero.png;https://raw.githubusercontent.com/Cyronius/based/HEAD/docs/screenshots/agent-tabs.png;https://raw.githubusercontent.com/Cyronius/based/HEAD/docs/screenshots/lance-search.png;https://raw.githubusercontent.com/Cyronius/based/HEAD/docs/screenshots/agent-approval.png
rag,"RAG with hybrid search (BGE-M3 + Qdrant RRF), LangGraph agent via AG-UI protocol, CopilotKit chat frontend. 7 services, one docker compose up.",3,true,services/agent/pyproject.toml declares a CopilotKit package,https://github.com/DimaOshchepkov/rag,
agentic-fullstack-template,A fullstack template for building AI agentic applications with CopilotKit and Agno,3,true,backend/requirements.txt declares an AG-UI package,https://github.com/fulltechfactory/agentic-fullstack-template,
agentickit,"AI copilot for React apps. Reads your state, fills forms, confirms actions, calls your tools. Multi-agent, AI SDK 6 + AG-UI, markdown skills. MIT.",3,true,examples/travel/package.json declares an AG-UI package,https://github.com/hec-ovi/agentickit,https://raw.githubusercontent.com/hec-ovi/agentickit/HEAD/docs/demo.gif
foundry-voice-live,SDK and tools for Microsoft Foundry Voice Live API - real-time voice interactions with AI agents,3,true,examples/package.json declares an AG-UI package,https://github.com/iLoveAgents/foundry-voice-live,https://raw.githubusercontent.com/iLoveAgents/foundry-voice-live/HEAD/.github/images/iloveagents-foundry-voice-banner.png
virtual-panel-action-plan-scoring,"Demonstrates how example-conditioned LLM personas can simulate expert rater panels and generate consensus evaluations, using automated annual action plan scoring as a quality assurance use case.",3,true,client/package.json declares a CopilotKit package,https://github.com/JamiesonLabUTSW/virtual-panel-action-plan-scoring,
hybrid-multi-agents,,3,true,web/package.json declares an AG-UI package,https://github.com/jetzlstorfer/hybrid-multi-agents,
PAI-DeepSearch,用PAI-Langstudio实现Research Agent,3,true,pyproject.toml declares an AG-UI package,https://github.com/KilluaYZ/PAI-DeepSearch,
langchain-copilotkit,CopilotKit Integration for LangChain Agent (deepagentsjs),3,true,sample/package.json declares a CopilotKit package,https://github.com/mahm/langchain-copilotkit,
grad-paddy,"Grad Paddy is a multi-step AI agent built for the Google Cloud Rapid Agent Hackathon. It targets the graduate school application process — one of the most cognitively demanding, high-stakes pipelines a young professional can run while simultaneously managing a career.",3,true,frontend/package.json declares an AG-UI package,https://github.com/olamideba/grad-paddy,https://raw.githubusercontent.com/olamideba/grad-paddy/HEAD/docs/architecture.png;https://raw.githubusercontent.com/olamideba/grad-paddy/HEAD/docs/elastic-ingestion-elastic-mcp-data-flow.png
agui-deepchat-integration,AG-UI DeepChat integration PoC,3,true,ui/package.json declares an AG-UI package,https://github.com/oroszgy/agui-deepchat-integration,
